"phylum","genus","mean.difference (MA - US)","se","effect.size (MA - US)","p.val","q.val","diff.abn","struc.zero.MA","struc.zero.US"
"p__Firmicutes","p__Firmicutes;g__Turicibacter",-2.49194413954371,0.287087624020908,-8.68008207613375,3.95483322133907e-18,6.7627648084898e-16,TRUE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Sphingobacterium",-0.581513763164358,0.0671343914788389,-8.66193541573479,4.63821126291909e-18,7.93134125959165e-16,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Enterococcus",2.32688063459555,0.280823038982582,8.2859321052354,1.1718762513895e-16,2.00390838987605e-14,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Pasteurella",0.650639518123118,0.0801375028835843,8.11903908546166,4.69889183674236e-16,8.03510504082943e-14,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Lactococcus",1.53825364593783,0.196620532402331,7.82346394419382,5.13892802169455e-15,8.78756691709767e-13,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Limnobacter",0.621044939824959,0.0796866881155032,7.79358453101696,6.51344715726547e-15,1.1137994638924e-12,TRUE,0,0
"p__Euryarchaeota","p__Euryarchaeota;g__Methanosphaera",1.97259166309049,0.254169026955742,7.76094430826923,8.42993314178044e-15,1.44151856724446e-12,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Slackia",1.80669073402489,0.234707447661301,7.69762848187109,1.38614688799397e-14,2.37031117846968e-12,TRUE,0,0
"p__Tenericutes","p__Tenericutes;g__Clostridium",-1.87408061943703,0.251023026224279,-7.46577175658225,8.28127863390927e-14,1.41609864639848e-11,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Serratia",2.16920549948911,0.291748560720568,7.43518834893839,1.04419071875674e-13,1.78556612907403e-11,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Escherichia",1.39020456913402,0.196808634790786,7.06373767904975,1.62082593153409e-12,2.7716123429233e-10,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Clostridium",-1.17169367786861,0.166646823935511,-7.03099915256729,2.05059749095217e-12,3.50652170952821e-10,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Carnobacterium",1.02892438462798,0.148660888847338,6.92128503068884,4.47564921929731e-12,7.65336016499841e-10,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Oscillospira",-2.00778945586642,0.290142199307729,-6.92001873790489,4.51583909873278e-12,7.72208485883305e-10,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Pseudobutyrivibrio",0.965027089684626,0.139585313610832,6.91352882850662,4.72743551285275e-12,8.0839147269782e-10,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Vagococcus",1.33614104160179,0.207007464701031,6.45455488057642,1.08537440684165e-10,1.85599023569921e-08,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Granulicatella",1.02423242975435,0.16245816134569,6.3045920332369,2.88953985097026e-10,4.94111314515914e-08,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Atopobium",1.16946432577008,0.187727143697707,6.22959633186158,4.67638537570923e-10,7.99661899246279e-08,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Streptococcus",1.26733116491122,0.204932520496222,6.18413886601556,6.24423833743724e-10,1.06776475570177e-07,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Dehalobacterium",-1.16219713673807,0.191714076825627,-6.06213772082653,1.34324117348334e-09,2.29694240665651e-07,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Lentibacillus",0.591666058419787,0.104050474959911,5.68633693068431,1.29793202747493e-08,2.21946376698213e-06,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Epulopiscium",-0.84498933082096,0.149368581344803,-5.65707542518853,1.53974109357716e-08,2.63295727001694e-06,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Arthrobacter",0.557432509112959,0.104102558291866,5.3546475539066,8.5723342746905e-08,1.46586916097208e-05,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Varibaculum",-0.883206548776108,0.165542290250743,-5.33523214785984,9.54223936614408e-08,1.63172293161064e-05,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Dialister",1.68612326363972,0.321728021297479,5.24083434461147,1.59852170645999e-07,2.73347211804659e-05,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Coprococcus",-1.39245871364597,0.26741262369492,-5.20715400195382,1.91758941354316e-07,3.2790778971588e-05,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Kocuria",0.390983159696728,0.0788445228041671,4.95891338790707,7.08885606470715e-07,0.000121219438706492,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Oxalobacter",1.13073071376573,0.229521183833643,4.92647647977139,8.37256852268031e-07,0.000143170921737833,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Roseburia",-1.37421659586086,0.282102815818019,-4.87133243202845,1.10848151857951e-06,0.000189550339677097,TRUE,0,0
